Rank,Ticker,Chart,hh,hl,trend_structure,trend_score,current_price,high_6m,low_6m,pct_from_6m_high,RVOL,Velocity %,momentum_score,sector,industry,market_cap,rev_growth_pct,earnings_growth_pct,profit_margin_pct,trailing_pe,forward_pe,analyst_rec,short_ratio,fund_score,rvol_score,composite
1,MTRN,https://www.tradingview.com/symbols/MTRN/,True,True,STRONG UPTREND,10,290.05,304.58,129.46,-4.8,1.38,145.0,2.9,Basic Materials,Other Industrial Metals & Mining,6042821632,42.2,52.1,4.3,67.6,35.1,1.75,1.6,9,3.4,6.7
2,HNGE,https://www.tradingview.com/symbols/HNGE/,True,True,STRONG UPTREND,10,89.33,91.5,30.08,-2.4,1.26,188.3,3.8,Healthcare,Health Information Services,6912367104,53.0,,15.1,10.9,27.7,1.56,2.7,8,3.1,6.7
3,ENVA,https://www.tradingview.com/symbols/ENVA/,True,True,STRONG UPTREND,10,252.64,265.54,129.25,-4.9,0.81,133.8,2.7,Financial Services,Credit Services,6290324480,31.1,39.9,21.0,18.8,12.3,1.29,4.7,10,2.0,6.6
4,DELL,https://www.tradingview.com/symbols/DELL/,True,True,STRONG UPTREND,8,453.77,485.7,110.67,-6.6,0.69,314.4,6.3,Technology,Computer Hardware,293200035840,87.5,282.5,6.3,36.1,20.8,1.78,1.6,9,1.7,6.5
5,U,https://www.tradingview.com/symbols/U/,True,True,STRONG UPTREND,10,43.0,44.36,16.78,-3.1,2.28,121.0,2.4,Technology,Software - Application,18923823104,23.9,,-29.0,,27.2,1.85,4.9,6,5.7,6.4
6,ATKR,https://www.tradingview.com/symbols/ATKR/,True,True,STRONG UPTREND,10,93.71,93.78,53.51,-0.1,5.41,62.4,1.2,Industrials,Electrical Equipment & Parts,3164825856,8.1,-98.4,-5.5,,14.7,3.0,3.6,3,10.0,6.4
7,ECO,https://www.tradingview.com/symbols/ECO/,True,True,STRONG UPTREND,10,61.86,64.26,37.46,-3.7,1.56,57.1,1.1,Industrials,Marine Shipping,2415302400,239.4,606.3,-8.6,5.7,10.4,1.0,1.5,8,3.9,6.2
8,NLY,https://www.tradingview.com/symbols/NLY/,True,True,STRONG UPTREND,10,23.04,23.48,19.3,-1.9,0.96,16.8,1.0,Real Estate,REIT - Mortgage,17365581824,479.4,3426.0,90.7,5.6,7.4,1.92,,10,2.4,6.2
9,CMBT,https://www.tradingview.com/symbols/CMBT/,True,True,STRONG UPTREND,10,16.29,17.0,11.23,-4.2,0.78,62.2,1.2,Energy,Oil & Gas Midstream,4726865408,121.1,460.6,24.9,9.4,10.8,1.75,1.1,10,2.0,6.2
10,AAMI,https://www.tradingview.com/symbols/AAMI/,True,True,STRONG UPTREND,10,89.85,93.61,48.89,-4.0,0.79,119.2,2.4,Financial Services,Asset Management,3201264640,45.3,171.4,15.2,31.7,13.9,3.0,1.5,8,2.0,6.1
11,GBTG,https://www.tradingview.com/symbols/GBTG/,True,True,STRONG UPTREND,10,9.46,9.54,4.95,-0.8,0.71,161.5,3.2,Consumer Cyclical,Travel Services,4941652992,37.9,5.7,2.8,59.1,17.3,2.0,2.2,7,1.8,6.1
12,RNST,https://www.tradingview.com/symbols/RNST/,True,True,STRONG UPTREND,10,42.73,44.54,33.71,-4.1,0.69,36.2,1.0,Financial Services,Banks - Regional,3905712640,45.3,9300.0,29.6,12.5,10.9,1.57,5.0,10,1.7,6.1
13,CON,https://www.tradingview.com/symbols/CON/,True,True,STRONG UPTREND,10,34.06,35.15,20.49,-3.1,1.32,85.2,1.7,Healthcare,Medical Care Facilities,4358378496,13.7,29.4,8.0,24.5,20.0,1.22,3.1,7,3.3,6.0
14,TWLO,https://www.tradingview.com/symbols/TWLO/,True,True,STRONG UPTREND,8,241.28,254.5,105.15,-5.2,1.65,150.8,3.0,Technology,Software - Infrastructure,36619997184,20.0,375.0,2.0,365.6,35.7,1.62,2.1,8,4.1,6.0
15,CSW,https://www.tradingview.com/symbols/CSW/,True,True,STRONG UPTREND,10,350.68,354.71,248.09,-1.1,1.36,7.6,1.0,Industrials,Specialty Industrial Machinery,5713799680,33.0,25.1,10.3,48.0,25.7,2.43,7.8,8,3.4,6.0
16,PAYC,https://www.tradingview.com/symbols/PAYC/,True,True,STRONG UPTREND,10,214.94,222.43,104.33,-3.4,1.58,52.5,1.1,Technology,Software - Application,10022028288,9.8,48.1,22.8,22.7,15.5,2.4,3.4,7,4.0,6.0
17,OSCR,https://www.tradingview.com/symbols/OSCR/,True,True,STRONG UPTREND,8,27.9,33.1,10.69,-15.7,1.2,231.8,4.6,Healthcare,Healthcare Plans,8411654144,70.4,,3.6,21.5,16.2,2.82,3.3,7,3.0,6.0
18,EXPD,https://www.tradingview.com/symbols/EXPD/,True,True,STRONG UPTREND,10,178.71,187.74,128.93,-4.8,1.3,45.8,1.0,Industrials,Integrated Freight & Logistics,23230625792,32.1,51.5,7.6,26.0,22.7,3.12,3.8,8,3.2,6.0
19,MFG,https://www.tradingview.com/symbols/MFG/,True,True,STRONG UPTREND,10,10.71,10.86,7.54,-1.4,0.85,48.1,1.0,Financial Services,Banks - Regional,130471288832,35.0,49.7,29.1,16.7,7.7,2.5,2.5,9,2.1,6.0
20,WAT,https://www.tradingview.com/symbols/WAT/,True,True,STRONG UPTREND,10,406.86,407.88,282.77,-0.3,1.23,54.0,1.1,Healthcare,Diagnostics & Research,39947894784,113.3,,3.6,102.7,24.6,1.75,4.0,8,3.1,6.0
21,PACS,https://www.tradingview.com/symbols/PACS/,True,True,STRONG UPTREND,10,48.44,49.49,29.35,-2.1,1.44,51.0,1.0,Healthcare,Medical Care Facilities,7669776896,9.1,51.6,4.8,28.3,17.6,1.33,4.4,7,3.6,5.9
22,VSH,https://www.tradingview.com/symbols/VSH/,True,True,STRONG UPTREND,8,35.41,69.47,15.5,-49.0,0.92,247.8,5.0,Technology,Semiconductors,5431156224,16.6,1800.0,0.9,177.1,20.6,2.4,2.0,7,2.3,5.9
23,AUB,https://www.tradingview.com/symbols/AUB/,True,True,STRONG UPTREND,10,41.78,43.62,33.04,-4.2,0.71,33.0,1.0,Financial Services,Banks - Regional,5929591296,35.8,834.8,32.3,12.2,10.4,,5.6,9,1.8,5.9
24,HTGC,https://www.tradingview.com/symbols/HTGC/,True,True,STRONG UPTREND,10,17.25,17.35,13.29,-0.6,1.14,28.6,1.0,Financial Services,Asset Management,3228579072,8.5,54.7,67.7,8.5,8.8,1.67,8.4,8,2.8,5.9
25,NWG,https://www.tradingview.com/symbols/NWG/,True,True,STRONG UPTREND,10,19.19,19.42,13.76,-1.2,1.01,39.5,1.0,Financial Services,Banks - Regional,76373925888,14.5,30.0,37.7,9.5,8.9,1.75,0.2,8,2.5,5.9
26,ATI,https://www.tradingview.com/symbols/ATI/,True,True,STRONG UPTREND,10,227.84,236.98,133.2,-3.9,1.21,72.1,1.4,Industrials,Metal Fabrication,31093422080,10.6,55.7,10.1,66.6,42.0,1.11,2.1,7,3.0,5.9
27,CNK,https://www.tradingview.com/symbols/CNK/,True,True,STRONG UPTREND,10,37.24,38.98,23.73,-4.5,1.15,56.5,1.1,Communication Services,Entertainment,4316557824,15.5,88.6,6.4,20.8,14.2,1.91,3.8,8,2.9,5.9
28,BB,https://www.tradingview.com/symbols/BB/,True,True,STRONG UPTREND,8,8.98,13.59,3.12,-33.9,0.33,294.6,5.9,Technology,Software - Infrastructure,5263181312,25.6,216.3,10.3,89.8,39.3,,1.3,7,1.0,5.9
29,DBRG,https://www.tradingview.com/symbols/DBRG/,True,True,STRONG UPTREND,10,15.94,15.95,15.3,-0.1,1.48,7.4,1.0,Financial Services,Asset Management,2946995968,,1099.3,54.3,10.0,39.9,2.83,5.5,7,3.7,5.9
30,BAC,https://www.tradingview.com/symbols/BAC/,True,True,STRONG UPTREND,10,63.17,63.97,45.88,-1.3,0.68,49.5,1.0,Financial Services,Banks - Diversified,441731907584,16.8,34.1,29.5,14.6,11.9,1.54,,9,1.7,5.9
31,BROS,https://www.tradingview.com/symbols/BROS/,True,True,STRONG UPTREND,8,53.01,74.02,44.58,-28.4,1.92,63.2,1.3,Consumer Cyclical,Restaurants,9259967488,32.5,37.5,4.9,73.6,41.3,1.24,4.3,9,4.8,5.9
32,RBRK,https://www.tradingview.com/symbols/RBRK/,True,True,STRONG UPTREND,10,90.07,91.05,42.25,-1.1,0.87,116.6,2.3,Technology,Software - Infrastructure,18538979328,39.0,,-20.3,,138.4,1.11,3.7,7,2.2,5.9
33,CLM,https://www.tradingview.com/symbols/CLM/,True,True,STRONG UPTREND,10,7.55,7.55,6.49,0.0,0.84,15.7,1.0,Financial Services,Asset Management,2249310976,147.3,23.8,1196.5,6.9,,,22.0,8,2.1,5.8
34,RY,https://www.tradingview.com/symbols/RY/,True,True,STRONG UPTREND,10,211.08,217.26,154.92,-2.8,0.75,64.8,1.3,Financial Services,Banks - Diversified,293329928192,16.1,27.5,33.7,19.3,16.8,2.14,5.0,8,1.9,5.8
35,MANE,https://www.tradingview.com/symbols/MANE/,True,True,STRONG UPTREND,8,114.39,131.24,36.26,-12.8,1.86,221.5,4.4,Healthcare,Biotechnology,4779064320,,,,,-37.5,,5.0,5,4.7,5.8
36,AME,https://www.tradingview.com/symbols/AME/,True,True,STRONG UPTREND,10,253.66,257.95,207.01,-1.7,1.26,14.4,1.0,Industrials,Specialty Industrial Machinery,58154409984,15.0,14.2,20.0,37.1,28.2,1.75,2.8,7,3.1,5.8
37,ANET,https://www.tradingview.com/symbols/ANET/,True,True,STRONG UPTREND,8,188.67,214.89,115.42,-12.2,1.28,68.6,1.4,Technology,Computer Hardware,237955268608,37.7,35.7,38.4,59.9,36.9,1.27,2.3,10,3.2,5.8
38,DOCN,https://www.tradingview.com/symbols/DOCN/,True,True,STRONG UPTREND,8,124.15,187.5,51.03,-33.8,1.1,203.2,4.1,Technology,Software - Infrastructure,14597501952,28.6,-24.5,23.3,56.4,67.0,1.56,3.0,7,2.8,5.8
39,ETSY,https://www.tradingview.com/symbols/ETSY/,True,True,STRONG UPTREND,10,85.55,87.97,44.0,-2.8,1.46,120.6,2.4,Consumer Cyclical,Internet Retail,7851928576,6.2,,7.1,27.1,13.3,2.63,4.6,5,3.6,5.8
40,DVA,https://www.tradingview.com/symbols/DVA/,True,True,STRONG UPTREND,8,183.77,247.49,136.19,-25.7,2.39,115.2,2.3,Healthcare,Medical Care Facilities,11724526592,5.2,55.8,6.0,15.6,10.8,2.75,5.3,6,6.0,5.8
41,SAN,https://www.tradingview.com/symbols/SAN/,True,True,STRONG UPTREND,10,14.7,14.93,10.31,-1.5,1.7,46.1,1.0,Financial Services,Banks - Diversified,209718788096,,,33.5,14.4,12.0,,10.3,6,4.2,5.8
42,ARMK,https://www.tradingview.com/symbols/ARMK/,True,True,STRONG UPTREND,10,55.95,58.68,37.94,-4.7,0.86,94.8,1.9,Industrials,Specialty Business Services,14712252416,14.7,65.2,1.8,41.8,20.6,1.5,4.0,7,2.1,5.8
43,MUFG,https://www.tradingview.com/symbols/MUFG/,True,True,STRONG UPTREND,10,22.49,23.25,16.26,-3.3,0.93,51.5,1.0,Financial Services,Banks - Diversified,253616865280,28.8,50.9,27.4,16.7,21.8,2.5,2.1,8,2.3,5.8
44,BX,https://www.tradingview.com/symbols/BX/,True,True,STRONG UPTREND,10,137.13,139.87,99.78,-2.0,0.87,20.3,1.0,Financial Services,Asset Management,170673012736,28.6,57.3,22.7,30.7,18.3,2.09,4.6,8,2.2,5.8
45,UMC,https://www.tradingview.com/symbols/UMC/,True,True,STRONG UPTREND,8,18.72,28.46,8.15,-34.2,0.79,237.3,4.7,Technology,Semiconductors,46948048896,17.0,374.6,33.3,18.4,21.3,3.75,1.1,7,2.0,5.8
46,SMFG,https://www.tradingview.com/symbols/SMFG/,True,True,STRONG UPTREND,10,25.74,26.67,18.94,-3.5,0.9,46.6,1.0,Financial Services,Banks - Diversified,163534831616,24.8,35.0,27.8,16.4,62.8,,4.3,8,2.2,5.8
47,MET,https://www.tradingview.com/symbols/MET/,True,True,STRONG UPTREND,10,97.77,100.93,66.41,-3.1,1.08,66.8,1.3,Financial Services,Insurance - Life,62357704704,2.7,35.9,4.7,18.7,9.0,1.94,3.4,7,2.7,5.8
48,HUM,https://www.tradingview.com/symbols/HUM/,True,True,STRONG UPTREND,8,385.0,428.88,161.9,-10.2,0.96,220.6,4.4,Healthcare,Healthcare Plans,46230917120,26.2,27.1,0.9,36.4,23.4,2.19,2.8,7,2.4,5.8
49,URI,https://www.tradingview.com/symbols/URI/,True,True,STRONG UPTREND,10,1162.84,1179.18,700.14,-1.4,0.9,86.8,1.7,Industrials,Rental & Leasing Services,72378056704,11.8,25.5,15.7,27.9,20.4,1.73,3.0,7,2.2,5.8
50,DNP,https://www.tradingview.com/symbols/DNP/,True,True,STRONG UPTREND,10,10.85,11.09,9.56,-2.2,1.09,21.8,1.0,Financial Services,Asset Management,4088510464,4.3,95.9,424.5,9.4,,,1.0,7,2.7,5.7
51,RDDT,https://www.tradingview.com/symbols/RDDT/,True,True,STRONG UPTREND,8,161.7,208.05,119.27,-22.3,1.11,60.7,1.2,Communication Services,Internet Content & Information,31110514688,61.1,177.8,31.3,37.6,16.8,1.91,4.1,10,2.8,5.7
52,STVN,https://www.tradingview.com/symbols/STVN/,True,True,STRONG UPTREND,10,20.27,20.99,12.84,-3.4,1.64,68.2,1.4,Healthcare,Medical Instruments & Supplies,5536267776,7.8,-26.5,11.0,36.2,24.3,1.55,2.9,5,4.1,5.7
53,ANDG,https://www.tradingview.com/symbols/ANDG/,True,True,STRONG UPTREND,10,49.68,50.48,18.12,-1.6,0.8,163.4,3.3,Consumer Cyclical,Personal Services,5588291584,15.7,,-6.0,,22.6,,6.7,5,2.0,5.7
54,FITB,https://www.tradingview.com/symbols/FITB/,True,True,STRONG UPTREND,10,57.09,59.5,42.26,-4.1,0.68,42.3,1.0,Financial Services,Banks - Regional,51774496768,51.8,-5.7,23.2,19.2,11.6,1.76,,8,1.7,5.7
55,GRMN,https://www.tradingview.com/symbols/GRMN/,True,True,STRONG UPTREND,10,310.89,312.7,199.54,-0.6,1.02,21.9,1.0,Technology,Scientific & Technical Instruments,59955929088,11.4,35.3,24.5,32.1,28.3,2.75,4.3,7,2.5,5.7
56,HPE,https://www.tradingview.com/symbols/HPE/,True,True,STRONG UPTREND,8,53.22,64.06,19.66,-16.9,0.68,222.6,4.5,Technology,Communication Equipment,70474113024,40.0,,4.0,49.7,13.3,2.0,2.8,7,1.7,5.7
57,PNC,https://www.tradingview.com/symbols/PNC/,True,True,STRONG UPTREND,10,252.56,258.13,194.5,-2.2,0.68,39.6,1.0,Financial Services,Banks - Regional,100771438592,23.6,24.9,31.4,13.9,11.8,1.82,2.6,8,1.7,5.7
58,CPAY,https://www.tradingview.com/symbols/CPAY/,True,True,STRONG UPTREND,10,392.94,405.95,281.16,-3.2,1.07,37.2,1.0,Technology,Software - Infrastructure,25683312640,21.5,-7.0,22.7,23.9,12.6,1.71,3.3,7,2.7,5.7
59,CFG,https://www.tradingview.com/symbols/CFG/,True,True,STRONG UPTREND,10,72.67,74.54,54.74,-2.5,0.62,40.9,1.0,Financial Services,Banks - Regional,30606917632,14.7,41.3,26.1,15.8,11.2,1.61,0.0,8,1.6,5.7
60,INSW,https://www.tradingview.com/symbols/INSW/,True,True,STRONG UPTREND,8,92.41,98.23,55.23,-5.9,0.88,87.8,1.8,Energy,Oil & Gas Midstream,4574729216,78.5,475.0,55.3,8.4,12.8,1.33,3.4,10,2.2,5.7
61,VIK,https://www.tradingview.com/symbols/VIK/,True,True,STRONG UPTREND,10,105.79,110.09,65.65,-3.9,0.71,85.0,1.7,Consumer Cyclical,Travel Services,47198961664,17.5,,18.0,39.3,24.1,1.48,2.8,7,1.8,5.7
62,FCF,https://www.tradingview.com/symbols/FCF/,True,True,STRONG UPTREND,10,21.51,22.34,16.21,-3.7,1.12,45.4,1.0,Financial Services,Banks - Regional,2174693888,9.6,37.2,33.2,13.1,10.9,2.17,4.4,7,2.8,5.7
63,UCB,https://www.tradingview.com/symbols/UCB/,True,True,STRONG UPTREND,10,35.51,37.18,28.93,-4.5,0.76,24.2,1.0,Financial Services,Banks - Regional,4252813312,24.4,50.8,34.1,11.6,11.0,,3.6,8,1.9,5.7
64,BCS,https://www.tradingview.com/symbols/BCS/,True,True,STRONG UPTREND,10,27.93,28.69,19.84,-2.6,0.64,44.1,1.0,Financial Services,Banks - Diversified,94111268864,15.6,44.6,27.9,10.7,8.2,2.0,0.9,8,1.6,5.7
65,CP,https://www.tradingview.com/symbols/CP/,True,True,STRONG UPTREND,10,91.62,93.95,76.13,-2.5,1.41,24.7,1.0,Industrials,Railroads,80541245440,12.6,-13.5,25.0,29.9,21.4,1.8,7.3,6,3.5,5.7
66,SN,https://www.tradingview.com/symbols/SN/,True,True,STRONG UPTREND,10,185.52,187.63,96.86,-1.1,1.29,75.2,1.5,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26254862336,22.2,-6.3,10.1,37.9,24.7,1.17,5.3,6,3.2,5.7
67,WBS,https://www.tradingview.com/symbols/WBS/,True,True,STRONG UPTREND,10,79.03,79.74,66.69,-0.9,1.49,23.3,1.0,Financial Services,Banks - Regional,12805502976,5.8,2.8,36.8,12.9,11.0,2.77,,6,3.7,5.7
68,BBVA,https://www.tradingview.com/symbols/BBVA/,True,True,STRONG UPTREND,10,28.35,28.65,19.64,-1.0,1.41,47.5,1.0,Financial Services,Banks - Diversified,156443951104,20.2,15.2,32.6,13.0,11.4,3.67,0.6,6,3.5,5.7
69,HSBC,https://www.tradingview.com/symbols/HSBC/,True,True,STRONG UPTREND,10,103.73,107.92,75.79,-3.9,1.15,48.2,1.0,Financial Services,Banks - Diversified,355756769280,25.4,,37.8,14.8,11.0,2.67,4.9,7,2.9,5.7
70,PRMB,https://www.tradingview.com/symbols/PRMB/,True,True,STRONG UPTREND,8,23.57,26.21,17.74,-10.1,2.31,57.9,1.2,Consumer Defensive,Beverages - Non-Alcoholic,8540684800,3.8,162.8,1.5,78.6,15.8,1.75,10.2,7,5.8,5.7
71,DNOW,https://www.tradingview.com/symbols/DNOW/,True,True,STRONG UPTREND,10,16.52,17.26,10.94,-4.3,1.16,18.9,1.0,Industrials,Industrial Distribution,3015659776,108.1,,-4.6,,18.5,1.0,5.6,7,2.9,5.7
72,SWK,https://www.tradingview.com/symbols/SWK/,True,True,STRONG UPTREND,10,103.89,104.39,65.06,-0.5,1.44,42.9,1.0,Industrials,Tools & Accessories,15689118720,0.4,247.8,4.1,25.4,16.3,2.47,3.8,6,3.6,5.7
73,CRBG,https://www.tradingview.com/symbols/CRBG/,True,True,STRONG UPTREND,10,33.68,34.29,21.9,-1.8,1.1,45.3,1.0,Financial Services,Asset Management,15013486592,25.9,,4.6,21.6,5.9,1.64,4.5,7,2.8,5.7
74,BMO,https://www.tradingview.com/symbols/BMO/,True,True,STRONG UPTREND,10,181.55,182.93,128.14,-0.8,0.56,66.5,1.3,Financial Services,Banks - Diversified,127160639488,15.8,41.2,28.1,19.6,15.6,2.71,7.6,8,1.4,5.7
75,GKOS,https://www.tradingview.com/symbols/GKOS/,True,True,STRONG UPTREND,10,180.02,184.0,95.87,-2.2,0.75,84.1,1.7,Healthcare,Medical Devices,10618288128,49.5,,-30.7,,358.6,1.36,5.4,7,1.9,5.7
76,VSXY,https://www.tradingview.com/symbols/VSXY/,True,True,STRONG UPTREND,10,98.54,99.27,41.99,-0.7,0.7,127.0,2.5,Consumer Cyclical,Apparel Retail,7833114112,15.3,,3.1,39.3,18.0,2.18,5.9,6,1.8,5.7
77,IFS,https://www.tradingview.com/symbols/IFS/,True,True,STRONG UPTREND,10,58.94,61.38,40.96,-4.0,0.69,62.3,1.2,Financial Services,Banks - Regional,6546621440,24.8,37.3,35.9,10.9,8.9,,1.7,8,1.7,5.7
78,CNS,https://www.tradingview.com/symbols/CNS/,True,True,STRONG UPTREND,10,83.6,85.63,59.62,-2.4,0.76,62.6,1.3,Financial Services,Asset Management,4298840064,12.2,31.9,28.8,25.7,21.5,2.67,4.0,7,1.9,5.6
79,GFF,https://www.tradingview.com/symbols/GFF/,True,True,STRONG UPTREND,10,107.22,108.48,67.34,-1.2,1.3,37.6,1.0,Industrials,Building Products & Equipment,4917820416,7.0,,7.0,22.4,18.2,1.14,4.0,6,3.2,5.6
80,MFC,https://www.tradingview.com/symbols/MFC/,True,True,STRONG UPTREND,10,44.32,45.33,32.28,-2.2,1.19,53.4,1.1,Financial Services,Insurance - Life,73655484416,10.7,22.4,20.3,16.9,12.5,2.14,3.3,6,3.0,5.6
81,BNY,https://www.tradingview.com/symbols/BNY/,True,True,STRONG UPTREND,10,157.61,163.12,110.83,-3.4,0.68,72.0,1.4,Financial Services,Banks - Diversified,106939039744,13.1,26.9,29.4,18.4,15.4,2.12,,7,1.7,5.6
82,LOB,https://www.tradingview.com/symbols/LOB/,True,True,STRONG UPTREND,10,42.6,44.53,31.09,-4.3,0.85,37.5,1.0,Financial Services,Banks - Regional,1971682176,12.2,45.1,26.5,14.9,10.1,2.4,6.3,7,2.1,5.6
83,INVH,https://www.tradingview.com/symbols/INVH/,True,True,STRONG UPTREND,10,30.37,30.89,23.72,-1.7,0.86,46.8,1.0,Real Estate,REIT - Residential,18041055232,10.1,60.5,23.2,27.9,44.6,2.2,2.2,7,2.1,5.6
84,RS,https://www.tradingview.com/symbols/RS/,True,True,STRONG UPTREND,10,423.88,424.77,288.09,-0.2,0.85,66.2,1.3,Basic Materials,Steel,21641005056,26.5,42.3,5.7,24.6,18.4,2.62,2.5,7,2.1,5.6
85,MGA,https://www.tradingview.com/symbols/MGA/,True,True,STRONG UPTREND,10,70.36,71.96,51.05,-2.2,1.21,37.2,1.0,Consumer Cyclical,Auto Parts,18822696960,3.3,27.8,1.8,25.9,9.1,2.45,6.0,6,3.0,5.6
86,WES,https://www.tradingview.com/symbols/WES/,True,True,STRONG UPTREND,10,46.62,47.68,37.91,-2.2,0.83,34.0,1.0,Energy,Oil & Gas Midstream,19262199808,30.0,13.8,29.0,14.8,12.5,2.5,8.0,7,2.1,5.6
87,LYV,https://www.tradingview.com/symbols/LYV/,True,True,STRONG UPTREND,10,180.66,188.0,140.45,-3.9,0.87,37.7,1.0,Communication Services,Entertainment,42086465536,9.4,156.2,0.5,,93.8,1.64,9.4,7,2.2,5.6
88,NVT,https://www.tradingview.com/symbols/NVT/,True,True,STRONG UPTREND,8,164.69,184.4,102.11,-10.7,1.0,92.0,1.8,Industrials,Electrical Equipment & Parts,26656382976,52.8,98.0,12.4,45.9,25.6,1.24,1.8,9,2.5,5.6
89,BNS,https://www.tradingview.com/symbols/BNS/,True,True,STRONG UPTREND,10,88.85,90.47,66.43,-1.8,0.87,50.5,1.0,Financial Services,Banks - Diversified,108316459008,12.6,35.4,27.9,17.2,13.4,2.69,3.5,7,2.2,5.6
90,WT,https://www.tradingview.com/symbols/WT/,True,True,STRONG UPTREND,8,21.25,23.15,13.18,-8.2,1.35,56.5,1.1,Financial Services,Asset Management,3219632384,57.3,64.7,13.3,38.6,16.4,1.71,4.7,9,3.4,5.6
91,GRND,https://www.tradingview.com/symbols/GRND/,True,True,STRONG UPTREND,8,16.58,18.5,9.84,-10.4,1.22,76.3,1.5,Technology,Software - Application,2946696704,38.3,64.5,19.9,36.0,21.5,1.6,5.0,9,3.0,5.6
92,LXP,https://www.tradingview.com/symbols/LXP/,True,True,STRONG UPTREND,10,60.56,61.61,43.93,-1.7,1.62,54.7,1.1,Real Estate,REIT - Industrial,3570451968,0.4,,18.7,61.2,-3028.0,2.38,,5,4.1,5.6
93,AWR,https://www.tradingview.com/symbols/AWR/,True,True,STRONG UPTREND,10,87.39,90.11,68.56,-3.0,0.87,36.7,1.0,Utilities,Utilities - Regulated Water,3463757056,11.2,25.8,20.5,23.9,22.9,,2.8,7,2.2,5.6
94,FBP,https://www.tradingview.com/symbols/FBP/,True,True,STRONG UPTREND,10,28.67,29.42,19.48,-2.5,0.7,68.6,1.4,Financial Services,Banks - Regional,4377175040,9.4,24.4,39.0,12.1,11.4,1.57,4.4,7,1.8,5.6
95,KO,https://www.tradingview.com/symbols/KO/,True,True,STRONG UPTREND,10,87.05,90.92,73.59,-4.3,0.9,23.5,1.0,Consumer Defensive,Beverages - Non-Alcoholic,374536896512,6.7,16.9,28.6,26.1,24.7,1.75,2.4,7,2.2,5.6
96,FSS,https://www.tradingview.com/symbols/FSS/,True,True,STRONG UPTREND,10,128.21,134.51,101.19,-4.7,0.82,16.2,1.0,Industrials,Farm & Heavy Construction Machinery,7826145280,18.7,20.7,11.7,27.6,22.4,1.67,6.1,7,2.0,5.6
97,RBA,https://www.tradingview.com/symbols/RBA/,True,True,STRONG UPTREND,8,94.72,118.98,92.28,-20.4,2.33,20.3,1.0,Industrials,Specialty Business Services,17542144000,11.1,34.0,10.0,40.8,19.7,1.67,10.7,7,5.8,5.6
98,PJT,https://www.tradingview.com/symbols/PJT/,True,True,STRONG UPTREND,10,171.34,178.47,127.53,-4.0,0.91,32.8,1.0,Financial Services,Capital Markets,11238900736,19.5,37.5,10.6,23.3,18.9,2.57,4.1,7,2.3,5.6
99,GDV,https://www.tradingview.com/symbols/GDV/,True,True,STRONG UPTREND,10,30.39,30.5,25.61,-0.4,0.79,19.3,1.0,Financial Services,Asset Management,2657492992,14.2,54.1,678.9,6.3,,,0.1,7,2.0,5.5
100,MAN,https://www.tradingview.com/symbols/MAN/,True,True,STRONG UPTREND,10,56.6,57.94,24.58,-2.3,0.72,127.8,2.6,Industrials,Staffing & Employment Services,2632315648,7.5,,0.6,25.5,11.7,,4.5,5,1.8,5.5
101,BUD,https://www.tradingview.com/symbols/BUD/,True,True,STRONG UPTREND,10,83.76,86.6,66.36,-3.3,0.78,31.9,1.0,Consumer Defensive,Beverages - Brewers,164933287936,11.0,124.9,14.9,18.1,16.8,1.64,3.0,7,2.0,5.5
102,CUBI,https://www.tradingview.com/symbols/CUBI/,True,True,STRONG UPTREND,10,82.07,83.95,63.75,-2.2,1.0,30.1,1.0,Financial Services,Banks - Regional,2771717376,10.1,18.5,35.2,9.9,8.5,2.1,6.8,6,2.5,5.5
103,RVT,https://www.tradingview.com/symbols/RVT/,True,True,STRONG UPTREND,10,18.82,18.88,15.62,-0.3,0.64,16.4,1.0,Financial Services,Asset Management,2302886912,11.9,49.9,962.1,6.5,,,0.6,7,1.6,5.5
104,ARW,https://www.tradingview.com/symbols/ARW/,True,True,STRONG UPTREND,8,203.51,237.33,132.62,-14.3,1.21,105.1,2.1,Technology,Electronics & Computer Distribution,10406268928,39.0,201.3,2.2,14.6,8.6,2.75,2.4,8,3.0,5.5
105,MUSA,https://www.tradingview.com/symbols/MUSA/,True,True,STRONG UPTREND,8,520.07,636.05,359.2,-18.2,1.29,88.2,1.8,Consumer Cyclical,Specialty Retail,9606048768,40.8,53.1,3.2,15.9,17.4,2.0,2.6,8,3.2,5.5
106,WTTR,https://www.tradingview.com/symbols/WTTR/,True,True,STRONG UPTREND,8,20.23,22.55,12.13,-10.3,1.62,95.9,1.9,Energy,Oil & Gas Equipment & Services,2843833344,8.7,63.8,2.2,72.2,29.6,1.33,2.9,7,4.1,5.5
107,NEU,https://www.tradingview.com/symbols/NEU/,True,True,STRONG UPTREND,10,889.71,900.97,574.98,-1.2,1.27,73.6,1.5,Basic Materials,Specialty Chemicals,8182134784,7.0,22.9,15.8,19.2,34.5,,6.0,5,3.2,5.5
108,GL,https://www.tradingview.com/symbols/GL/,True,True,STRONG UPTREND,10,183.85,191.55,134.51,-4.0,0.87,63.4,1.3,Financial Services,Insurance - Life,14274990080,8.0,19.7,19.6,12.2,11.1,1.91,0.1,6,2.2,5.5
